111,1,8
111,2,5
111,3,4
111,4,7
111,5,9
111,8,9
112,1,4
112,2,6
112,3,9
112,4,7
112,5,7
112,6,5
112,7,9
112,8,7
113,1,5
113,2,4
113,3,4
113,4,4
113,5,4
113,6,8
113,7,5
113,8,9
121,1,7
121,2,8
121,3,6
121,4,6
121,5,5
121,6,5
121,7,9
121,8,8
122,1,8
122,2,5
122,3,8
122,4,6
122,5,7
122,6,5
122,7,6
122,8,6
123,1,4
123,2,5
123,3,4
123,4,6
123,5,4
123,6,4
123,7,4
123,8,9
131,1,4
131,2,4
131,3,8
131,4,4
131,5,7
131,6,6
131,7,6
131,8,8
132,1,5
132,2,7
132,3,9
132,4,7
132,5,6
132,6,8
132,7,8
132,8,7
133,1,9
133,2,9
133,3,5
133,4,6
133,5,6
133,6,6
133,7,6
133,8,7
141,1,7
141,2,5
141,3,4
141,4,8
141,5,9
141,6,8
141,7,7
141,8,9
142,1,4
142,2,7
142,3,8
142,4,5
142,5,6
142,6,7
142,7,8
142,8,8
143,1,5
143,2,4
143,3,6
143,4,8
143,5,8
143,6,6
143,7,4
143,8,5
151,1,8
151,2,5
151,3,9
151,4,5
151,5,7
151,6,9
151,7,9
151,8,6
152,1,9
152,2,9
152,3,8
152,4,6
152,5,7
152,6,7
152,7,4
152,8,4
153,1,4
153,2,9
153,3,6
153,4,4
153,5,6
153,6,4
153,7,8
153,8,5
211,1,8
211,2,7
211,3,6
211,4,4
211,5,8
211,6,5
211,7,7
211,8,8
212,1,6
212,2,4
212,3,4
212,4,6
212,5,7
212,6,9
212,7,9
212,8,7
213,1,6
213,2,9
213,3,7
213,4,8
213,5,5
213,6,5
213,7,9
213,8,7
221,1,8
221,2,9
221,3,7
221,4,7
221,5,9
221,6,7
221,7,7
221,8,5
222,1,8
222,2,4
222,3,6
222,4,6
222,5,8
222,6,4
222,7,4
222,8,6
223,1,4
223,2,8
223,3,8
223,4,7
223,5,8
223,6,5
223,7,5
223,8,7
231,1,4
231,2,6
231,3,6
231,4,5
231,5,9
231,6,7
231,7,7
231,8,8
232,1,7
232,2,9
232,3,8
232,4,8
232,5,8
232,6,5
232,7,7
232,8,5
233,1,4
233,2,4
233,3,4
233,4,8
233,5,4
233,6,6
233,7,4
233,8,6
241,1,9
241,2,4
241,3,5
241,4,5
241,5,9
241,6,8
241,7,7
241,8,9
242,1,8
242,2,8
242,3,6
242,4,7
242,5,4
242,6,9
242,7,8
242,8,4
243,1,6
243,2,4
243,3,6
243,4,6
243,5,7
243,6,8
243,7,9
243,8,6
251,1,7
251,2,8
251,3,9
251,4,6
251,5,6
251,6,8
251,7,6
251,8,4
252,1,8
252,2,6
252,3,8
252,4,4
252,5,7
252,6,5
252,7,7
252,8,8
253,1,8
253,2,4
253,3,8
253,4,8
253,5,7
253,6,4
253,7,5
253,8,6
311,1,7
311,2,6
311,3,5
311,4,4
311,5,5
311,6,6
311,7,9
311,8,7
312,1,8
312,2,9
312,3,5
312,4,8
312,5,9
312,6,9
312,7,8
312,8,8
313,1,6
313,2,9
313,3,8
313,4,6
313,5,7
313,6,5
313,7,7
313,8,5
321,1,6
321,2,9
321,3,4
321,4,9
321,5,5
321,6,5
321,7,6
321,8,7
322,1,6
322,2,8
322,3,6
322,4,9
322,5,8
322,6,7
322,7,5
322,8,9
323,1,5
323,2,9
323,3,4
323,4,6
323,5,7
323,6,7
323,7,5
323,8,9
331,1,5
331,2,6
331,3,5
331,4,4
331,5,8
331,6,9
331,7,4
331,8,9
332,1,4
332,2,8
332,3,7
332,4,9
332,5,6
332,6,8
332,7,8
332,8,8
333,1,7
333,2,6
333,3,7
333,4,5
333,5,6
333,6,6
333,7,5
333,8,4
341,1,9
341,2,4
341,3,4
341,4,5
341,5,4
341,6,7
341,7,5
341,8,8
342,1,8
342,2,8
342,3,7
342,4,5
342,5,5
342,6,6
342,7,5
342,8,9
343,1,4
343,2,5
343,3,4
343,4,9
343,5,9
343,6,9
343,7,4
343,8,6
351,1,4
351,2,4
351,3,6
351,4,7
351,5,5
351,6,9
351,7,7
351,8,7
352,1,9
352,2,9
352,3,7
352,4,5
352,5,5
352,6,6
352,7,9
352,8,4
353,1,9
353,2,9
353,3,7
353,4,9
353,5,7
353,6,6
353,7,6
353,8,8
411,1,8
411,2,8
411,3,8
411,4,8
411,5,8
411,6,6
411,7,6
411,8,8
412,1,6
412,2,9
412,3,6
412,4,7
412,5,8
412,6,5
412,7,6
412,8,6
413,1,6
413,2,8
413,3,7
413,4,5
413,5,5
413,6,4
413,7,8
413,8,8
421,1,6
421,2,4
421,3,6
421,4,5
421,5,9
421,6,5
421,7,5
421,8,5
422,1,6
422,2,6
422,3,7
422,4,6
422,5,8
422,6,6
422,7,9
422,8,7
423,1,5
423,2,8
423,3,9
423,4,4
423,5,8
423,6,5
423,7,9
423,8,6
431,1,9
431,2,7
431,3,5
431,4,6
431,5,8
431,6,6
431,7,6
431,8,7
432,1,8
432,2,4
432,3,4
432,4,8
432,5,9
432,6,8
432,7,4
432,8,9
433,1,5
433,2,6
433,3,7
433,4,8
433,5,4
433,6,4
433,7,8
433,8,5
441,1,8
441,2,9
441,3,4
441,4,8
441,5,4
441,6,9
441,7,5
441,8,7
442,1,6
442,2,4
442,3,5
442,4,5
442,5,4
442,6,7
442,7,6
442,8,4
443,1,6
443,2,4
443,3,4
443,4,6
443,5,9
443,6,5
443,7,9
443,8,4
451,1,9
451,2,5
451,3,5
451,4,8
451,5,8
451,6,9
451,7,7
451,8,8
452,1,7
452,2,8
452,3,7
452,4,7
452,5,7
452,6,9
452,7,6
452,8,4
453,1,4
453,2,6
453,3,6
453,4,4
453,5,5
453,6,8
453,7,5
453,8,8
511,1,4
511,2,8
511,3,6
511,4,5
511,5,8
511,6,7
511,7,6
511,8,9
512,1,4
512,2,6
512,3,9
512,4,6
512,5,9
512,6,9
512,7,4
512,8,6
513,1,5
513,2,5
513,3,8
513,4,5
513,5,8
513,6,5
513,7,5
513,8,6
521,1,5
521,2,4
521,3,4
521,4,6
521,5,7
521,6,7
521,7,7
521,8,7
522,1,8
522,2,4
522,3,9
522,4,4
522,5,7
522,6,6
522,7,4
522,8,9
523,1,5
523,2,7
523,3,5
523,4,7
523,5,6
523,6,9
523,7,9
523,8,5
531,1,5
531,2,7
531,3,7
531,4,5
531,5,8
531,6,4
531,7,7
531,8,5
532,1,5
532,2,5
532,3,5
532,4,7
532,5,4
532,6,6
532,7,7
532,8,5
533,1,5
533,2,6
533,3,7
533,4,9
533,5,6
533,6,7
533,7,4
533,8,6
541,1,4
541,2,6
541,3,5
541,4,4
541,5,6
541,6,8
541,7,4
541,8,7
542,1,4
542,2,5
542,3,4
542,4,9
542,5,9
542,6,6
542,7,6
542,8,6
543,1,8
543,2,4
543,3,5
543,4,4
543,5,7
543,6,8
543,7,8
543,8,9
551,1,7
551,2,9
551,3,5
551,4,8
551,5,5
551,6,7
551,7,9
551,8,9
552,1,9
552,2,9
552,3,9
552,4,8
552,5,9
552,6,7
552,7,5
552,8,7
553,1,8
553,2,9
553,3,6
553,4,4
553,5,5
553,6,9
553,7,9
553,8,9
611,1,7
611,2,7
611,3,7
611,4,6
611,5,9
611,6,4
611,7,8
611,8,7
612,1,6
612,2,9
612,3,5
612,4,4
612,5,4
612,6,4
612,7,5
612,8,5
613,1,5
613,2,8
613,3,9
613,4,7
613,5,8
613,6,5
613,7,9
613,8,7
621,1,9
621,2,4
621,3,7
621,4,5
621,5,4
621,6,6
621,7,5
621,8,4
622,1,7
622,2,8
622,3,9
622,4,6
622,5,8
622,6,4
622,7,8
622,8,7
623,1,7
623,2,7
623,3,5
623,4,5
623,5,7
623,6,9
623,7,8
623,8,4
631,1,7
631,2,7
631,3,4
631,4,4
631,5,6
631,6,7
631,7,8
631,8,6
632,1,9
632,2,8
632,3,6
632,4,7
632,5,9
632,6,9
632,7,4
632,8,6
633,1,5
633,2,5
633,3,8
633,4,7
633,5,6
633,6,7
633,7,7
633,8,4
641,1,6
641,2,8
641,3,5
641,4,9
641,5,9
641,6,4
641,7,6
641,8,6
642,1,5
642,2,6
642,3,8
642,4,7
642,5,6
642,6,8
642,7,8
642,8,9
643,1,9
643,2,4
643,3,8
643,4,4
643,5,4
643,6,6
643,7,8
643,8,4
651,1,6
651,2,5
651,3,5
651,4,4
651,5,9
651,6,8
651,7,7
651,8,4
652,1,7
652,2,5
652,3,5
652,4,6
652,5,6
652,6,4
652,7,5
652,8,7
653,1,9
653,2,8
653,3,9
653,4,6
653,5,8
653,6,4
653,7,7
653,8,7
711,1,6
711,2,8
711,3,9
711,4,7
711,5,9
711,6,8
711,7,4
711,8,6
712,1,6
712,2,4
712,3,8
712,4,7
712,5,6
712,6,4
712,7,4
712,8,9
713,1,8
713,2,8
713,3,8
713,4,6
713,5,9
713,6,6
713,7,4
713,8,6
721,1,5
721,2,7
721,3,5
721,4,6
721,5,9
721,6,6
721,7,5
721,8,5
722,1,8
722,2,5
722,3,9
722,4,7
722,5,6
722,6,4
722,7,7
722,8,9
723,1,9
723,2,7
723,3,8
723,4,6
723,5,9
723,6,5
723,7,8
723,8,6
731,1,7
731,2,6
731,3,4
731,4,8
731,5,6
731,6,5
731,7,8
731,8,7
732,1,4
732,2,9
732,3,8
732,4,7
732,5,9
732,6,9
732,7,7
732,8,7
733,1,9
733,2,5
733,3,8
733,4,9
733,5,7
733,6,4
733,7,5
733,8,4
741,1,4
741,2,7
741,3,9
741,4,7
741,5,8
741,6,8
741,7,7
741,8,5
742,1,6
742,2,6
742,3,7
742,4,8
742,5,4
742,6,9
742,7,9
742,8,7
743,1,4
743,2,6
743,3,6
743,4,4
743,5,4
743,6,7
743,7,4
743,8,6
751,1,4
751,2,7
751,3,7
751,4,6
751,5,4
751,6,8
751,7,5
751,8,9
752,1,5
752,2,9
752,3,6
752,4,8
752,5,7
752,6,4
752,7,9
752,8,7
753,1,6
753,2,4
753,3,5
753,4,4
753,5,4
753,6,6
753,7,8
753,8,9
811,1,7
811,2,4
811,3,9
811,4,9
811,5,9
811,6,9
811,7,8
811,8,8
812,1,5
812,2,5
812,3,9
812,4,7
812,5,8
812,6,7
812,7,7
812,8,9
813,1,8
813,2,9
813,3,4
813,4,8
813,5,5
813,6,9
813,7,7
813,8,4
821,1,9
821,2,8
821,3,8
821,4,4
821,5,5
821,6,5
821,7,5
821,8,6
822,1,4
822,2,4
822,3,4
822,4,8
822,5,4
822,6,6
822,7,8
822,8,4
823,1,7
823,2,7
823,3,7
823,4,9
823,5,6
823,6,4
823,7,9
823,8,4
831,1,5
831,2,7
831,3,5
831,4,9
831,5,6
831,6,9
831,7,8
831,8,4
832,1,8
832,2,9
832,3,4
832,4,5
832,5,8
832,6,9
832,7,8
832,8,6
833,1,7
833,2,7
833,3,6
833,4,7
833,5,7
833,6,9
833,7,5
833,8,9
841,1,7
841,2,7
841,3,6
841,4,5
841,5,9
841,6,5
841,7,6
841,8,9
842,1,4
842,2,7
842,3,7
842,4,7
842,5,9
842,6,7
842,7,7
842,8,7
843,1,6
843,2,4
843,3,8
843,4,8
843,5,8
843,6,8
843,7,9
843,8,9
851,1,7
851,2,4
851,3,8
851,4,5
851,5,7
